Date,Sales,Profit,TotalQuantity,NumOrders,NumCustomers,NumProducts,AvgOrderValue,Year,Month,DayOfWeek,DayOfMonth,WeekOfYear,Quarter,IsWeekend,DayName,MonthName,DayOfYear,Sales_Lag1,Sales_Lag7,Sales_Lag14,Sales_Lag30,Sales_RollingMean7,Sales_RollingStd7,Sales_RollingMin7,Sales_RollingMax7,Sales_RollingMean14,Sales_RollingStd14,Sales_RollingMin14,Sales_RollingMax14,Sales_RollingMean30,Sales_RollingStd30,Sales_RollingMin30,Sales_RollingMax30,Sales_ExpandingMean,Sales_PctChange,Trend,Sin_DayOfYear,Cos_DayOfYear,Sin_DayOfWeek,Cos_DayOfWeek
2017-02-07,0.0,0.0,0,0,0,0,0.0,2017,2,1,7,6,1,0,Tuesday,February,38,904.354,0.0,418.66599999999994,892.98,719.3881428571424,816.7429544661359,0.0,2263.012,962.472,1217.2023594802029,0.0,3749.335,1301.7709,1632.5306901195997,0.0,6230.2919999999995,1424.9052085689048,-1.0,1131,0.6081214998935418,0.7938439653781019,0.7818314824680298,0.6234898018587336
2017-02-08,0.0,0.0,0,0,0,0,0.0,2017,2,2,8,6,1,0,Wednesday,February,39,0.0,0.0,0.0,274.491,719.3881428571424,816.7429544661359,0.0,2263.012,962.472,1217.2023594802029,0.0,3749.335,1292.6212,1639.2421413791847,0.0,6230.2919999999995,1423.647569373345,,1132,0.6216868902665479,0.7832658619336791,0.9749279121818236,-0.22252093395631434
2017-02-09,773.7639999999999,-411.9726,19,3,3,6,128.96066666666664,2017,2,3,9,6,1,0,Thursday,February,40,0.0,913.354,3055.2799999999997,0.0,699.4467142857138,812.9129389740953,0.0,2263.012,799.5065714285714,1057.737707151145,0.0,3749.335,1318.4133333333332,1624.2209309885163,0.0,6230.2919999999995,1423.0744798059966,0.0,1133,0.6350683134867438,0.7724559775191742,0.43388373911755823,-0.900968867902419
2017-02-10,227.103,28.1274,6,2,2,2,113.5515,2017,2,4,10,6,1,0,Friday,February,41,773.7639999999999,922.327,331.914,0.0,600.1289999999996,823.5441277569345,0.0,2263.012,792.0200714285714,1061.6654590732287,0.0,3749.335,1325.9834333333333,1618.3829805563967,0.0,6230.2919999999995,1422.0207604405286,-0.7064957790747566,1134,0.6482618097757122,0.7614175109532997,-0.433883739117558,-0.9009688679024191
2017-02-11,1241.516,130.1018,18,4,4,5,248.3032,2017,2,5,11,6,1,1,Saturday,February,42,227.103,32.67,1007.52,848.52,772.8212857142852,811.3731951090699,0.0,2263.012,808.7340714285714,1067.1468600649116,0.0,3749.335,1339.0832999999998,1615.973667236018,0.0,6230.2919999999995,1421.8618654049296,4.466752971118832,1135,0.6612634749656386,0.7501537286959042,-0.9749279121818236,-0.2225209339563146
2017-02-12,0.0,0.0,0,0,0,0,0.0,2017,2,6,12,6,1,1,Sunday,February,43,1241.516,2263.012,294.842,4619.33,449.5338571428566,515.580548969224,0.0,1241.516,787.6739285714285,1080.889512423598,0.0,3749.335,1185.1056333333331,1509.1857580796293,0.0,6230.2919999999995,1420.6113272647317,-1.0,1136,0.6740694616546161,0.7386679638813748,-0.7818314824680299,0.6234898018587334
2017-02-13,1058.43,424.3345,25,4,4,7,151.20428571428573,2017,2,0,13,7,1,0,Monday,February,44,0.0,904.354,3749.335,1056.038,471.5447142857138,540.9007334168026,0.0,1241.516,595.4664285714287,677.827310676588,0.0,2263.012,1185.1853666666664,1509.1787672120313,0.0,6230.2919999999995,1420.29306599297,0.0,1137,0.6866759803451553,0.726963615332308,0.0,1.0
2017-02-14,0.0,0.0,0,0,0,0,0.0,2017,2,1,14,7,1,0,Tuesday,February,45,1058.43,0.0,0.0,2140.28,471.5447142857138,540.9007334168026,0.0,1241.516,595.4664285714287,677.827310676588,0.0,2263.012,1113.8427,1513.055384528051,0.0,6230.2919999999995,1419.0461010535557,-1.0,1138,0.6990793005655562,0.7150441465537444,0.7818314824680298,0.6234898018587336
2017-02-15,0.0,0.0,0,0,0,0,0.0,2017,2,2,15,7,1,0,Wednesday,February,46,0.0,0.0,0.0,6230.2919999999995,471.5447142857138,540.9007334168026,0.0,1241.516,595.4664285714287,677.827310676588,0.0,2263.012,906.1663000000001,1176.779193101685,0.0,4212.372,1417.8013237719297,,1139,0.7112757519738152,0.7029130847082615,0.9749279121818236,-0.22252093395631434
2017-02-16,1337.442,95.9756,21,3,3,8,167.18025,2017,2,3,16,7,1,0,Thursday,February,47,0.0,773.7639999999999,913.354,0.0,552.0701428571423,628.2903814702822,0.0,1337.442,625.7584285714286,702.1657149967532,0.0,2263.012,950.7477,1166.5555714857742,0.0,4212.372,1417.7308949167395,0.0,1140,0.7232617254437388,0.6905740195722293,0.43388373911755823,-0.900968867902419
2017-02-17,2964.8174,-383.5478,43,5,5,13,228.0628769230769,2017,2,4,17,7,1,0,Friday,February,48,1337.442,227.103,922.327,0.0,943.1721999999994,1081.1654799252867,0.0,2964.8174,771.6506,940.3247222186678,0.0,2964.8174,1049.5749466666666,1208.0799238013144,0.0,4212.372,1419.0856116462346,1.2167820361555863,1141,0.7350336741329413,0.6780306024735382,-0.433883739117558,-0.9009688679024191
2017-02-18,287.326,62.4082,8,1,1,3,95.77533333333334,2017,2,5,18,7,1,1,Saturday,February,49,2964.8174,1241.516,32.67,2013.715,806.8593428571422,1097.312597499858,0.0,2964.8174,789.8403142857143,927.3030976111752,0.0,2964.8174,992.0286466666668,1201.6707633527128,0.0,4212.372,1418.0954457567805,-0.9030881294746853,1142,0.746588114532413,0.6652865452111116,-0.9749279121818236,-0.2225209339563146
2017-02-19,1314.59,377.0515,16,3,3,4,328.6475,2017,2,6,19,7,1,1,Sunday,February,50,287.326,0.0,2263.012,767.838,994.6579142857138,1047.5733798342308,0.0,2964.8174,722.0958857142857,842.1337626046688,0.0,2964.8174,1010.2537133333334,1202.2993182657356,0.0,4212.372,1418.0049689685316,3.5752559810111153,1143,0.7579216274973472,0.6523456189565257,-0.7818314824680299,0.6234898018587334
2017-02-20,1150.29,-107.5121,33,4,4,11,104.57181818181817,2017,2,0,20,8,1,0,Monday,February,51,1314.59,1058.43,904.354,2546.643,1007.7807714285709,1049.0796695480412,0.0,2964.8174,739.6627428571429,848.7670886577284,0.0,2964.8174,963.7086133333335,1167.288496706323,0.0,4212.372,1417.771156768559,-0.12498193353060649,1144,0.7690308592589181,0.6392116531380588,0.0,1.0
2017-02-21,47.904,-2.994,1,1,1,1,47.904,2017,2,1,21,8,1,0,Tuesday,February,52,1150.29,0.0,0.0,4212.372,1014.6241999999994,1041.5391194300585,0.0,2964.8174,743.0844571428572,845.6466661490898,0.0,2964.8174,824.8930133333334,1003.8048609575401,0.0,3749.335,1416.5758102094242,-0.9583548496466109,1145,0.7799125224167177,0.6258885343075018,0.7818314824680298,0.6234898018587336
2017-02-22,0.0,0.0,0,0,0,0,0.0,2017,2,2,22,8,1,0,Wednesday,February,53,47.904,0.0,0.0,450.334,1014.6241999999994,1041.5391194300585,0.0,2964.8174,743.0844571428572,845.6466661490898,0.0,2964.8174,809.88188,1012.9250197398788,0.0,3749.335,1415.340783347864,-1.0,1146,0.7905633969115482,0.612380204990065,0.9749279121818236,-0.22252093395631434
2017-02-23,117.79999999999998,42.37,16,2,2,3,39.26666666666666,2017,2,3,23,8,1,0,Thursday,February,54,0.0,1337.442,773.7639999999999,418.66599999999994,840.389628571428,1079.8457402457511,0.0,2964.8174,696.2298857142857,861.8335640455027,0.0,2964.8174,799.8530133333334,1018.406562871586,0.0,3749.335,1414.2105213414634,0.0,1147,0.8009803309782905,0.5986906625177214,0.43388373911755823,-0.900968867902419
2017-02-24,1448.676,249.3929,14,2,2,3,482.892,2017,2,4,24,8,1,0,Friday,February,55,117.79999999999998,2964.8174,227.103,0.0,623.7979999999994,648.6956599001282,0.0,1448.676,783.4851,872.456686322853,0.0,2964.8174,848.1422133333333,1013.5063225852332,0.0,3749.335,1414.2405174064404,11.297758913412565,1148,0.8111602420785621,0.5848239578463322,-0.433883739117558,-0.9009688679024191
2017-02-25,430.49199999999996,-19.379800000000003,10,2,2,3,143.49733333333333,2017,2,5,25,8,1,1,Saturday,February,56,1448.676,287.326,1241.516,3055.2799999999997,644.2502857142852,638.4959000070668,0.0,1448.676,725.5548142857142,866.6104472587684,0.0,2964.8174,760.64928,925.9101952720764,0.0,3749.335,1413.3850839130434,-0.7028376255284136,1149,0.8211001178128892,0.5707841943569036,-0.9749279121818236,-0.2225209339563146
2017-02-26,2847.6459999999997,447.3532,38,3,3,9,316.40511111111107,2017,2,6,26,8,1,1,Sunday,February,57,430.49199999999996,1314.59,0.0,331.914,863.2582857142851,1042.1058726357094,0.0,2847.6459999999997,928.9581000000001,1006.165544334471,0.0,2964.8174,844.5070133333332,996.9394334893238,0.0,3749.335,1414.631183753258,5.614863923139106,1150,0.8307970168121247,0.5565755266413303,-0.7818314824680299,0.6234898018587334
2017-02-27,0.0,0.0,0,0,0,0,0.0,2017,2,0,27,9,1,0,Monday,February,58,2847.6459999999997,1150.29,1058.43,1007.52,698.9311428571422,1079.3293976958123,0.0,2847.6459999999997,853.3559571428572,1035.0391644941674,0.0,2964.8174,810.9230133333333,1008.1656455542995,0.0,3749.335,1413.4032052951388,-1.0,1151,0.8402480696078469,0.5422021592729844,0.0,1.0
2017-02-28,17.62,8.2242,3,1,1,2,8.81,2017,2,1,28,9,1,0,Tuesday,February,59,0.0,47.904,0.0,294.842,694.6048571428565,1082.430075323608,0.0,2847.6459999999997,854.6145285714285,1033.931814479968,0.0,2964.8174,801.6822800000001,1014.3108654523484,0.0,3749.335,1412.1926387684302,0.0,1152,0.8494504794814806,0.527668345562516,0.7818314824680298,0.6234898018587336
2017-03-01,0.0,0.0,0,0,0,0,0.0,2017,3,2,1,9,1,0,Wednesday,March,60,17.62,0.0,0.0,3749.335,694.6048571428565,1082.430075323608,0.0,2847.6459999999997,854.6145285714285,1033.931814479968,0.0,2964.8174,676.7044466666666,857.450583216031,0.0,2964.8174,1410.9689016464472,-1.0,1153,0.8584015232918917,0.512978386299228,0.9749279121818236,-0.22252093395631434
2017-03-02,1450.126,244.0397,45,6,6,11,131.82963636363635,2017,3,3,2,9,1,0,Thursday,March,61,0.0,117.79999999999998,1337.442,0.0,884.9371428571422,1081.237940894173,0.0,2847.6459999999997,862.6633857142857,1038.4085282088213,0.0,2964.8174,725.04198,858.8601117324539,0.0,2964.8174,1411.0028038961038,0.0,1154,0.8670985522812081,0.4981366284784055,0.43388373911755823,-0.900968867902419
2017-03-03,2000.1039999999998,528.1881,34,5,5,7,285.72914285714285,2017,3,4,3,9,1,0,Friday,March,62,1450.126,1448.676,2964.8174,0.0,963.7125714285709,1147.2292383655852,0.0,2847.6459999999997,793.7552857142856,912.5637011589982,0.0,2847.6459999999997,791.7121133333334,878.0529034401576,0.0,2964.8174,1411.5124070069205,0.3792622158350376,1155,0.8755389928586302,0.4831474640149687,-0.433883739117558,-0.9009688679024191
2017-03-04,228.822,-33.9224,14,3,3,6,38.137,2017,3,5,4,9,1,1,Saturday,March,63,2000.1039999999998,430.49199999999996,287.326,913.354,934.9025714285708,1165.2424221054664,0.0,2847.6459999999997,789.5764285714286,915.1913263091575,0.0,2847.6459999999997,768.89438,883.6593039529058,0.0,2964.8174,1410.4902026793432,-0.8855949490626487,1156,0.8837203473619977,0.4680153284438345,-0.9749279121818236,-0.2225209339563146
2017-03-05,1240.02,480.4513,28,3,3,9,137.78,2017,3,6,5,9,1,1,Sunday,March,64,228.822,2847.6459999999997,1314.59,922.327,705.2417142857137,837.8583681222623,0.0,2000.1039999999998,784.25,912.1125140551578,0.0,2847.6459999999997,779.4841466666668,887.4568990915825,0.0,2964.8174,1410.3429917962003,4.419146760363951,1157,0.8916401947968874,0.45274469960737107,-0.7818314824680299,0.6234898018587334
2017-03-06,778.236,235.12599999999998,40,5,5,10,77.8236,2017,3,0,6,10,1,0,Monday,March,65,1240.02,0.0,1150.29,32.67,816.4182857142852,778.1902670224681,0.0,2000.1039999999998,757.6747142857141,906.0269796922388,0.0,2847.6459999999997,804.3363466666666,876.1899085101477,0.0,2964.8174,1409.7976018119068,-0.3724004451541104,1158,0.8992961915530253,0.4373400963303323,0.0,1.0
2017-03-07,166.59,56.1114,12,2,2,3,55.53,2017,3,1,7,10,1,0,Tuesday,March,66,778.236,17.62,47.904,2263.012,837.6997142857136,754.3770449153174,0.0,2000.1039999999998,766.1522857142855,899.4059597934254,0.0,2847.6459999999997,734.4556133333333,838.6368280563227,0.0,2964.8174,1408.7258711206898,-0.7859389696698688,1159,0.9066860720977985,0.4218060770826634,0.7818314824680298,0.6234898018587336
2017-03-08,843.1,243.448,17,2,2,4,210.775,2017,3,2,8,10,1,0,Wednesday,March,67,166.59,0.0,0.0,904.354,958.1425714285708,659.7033846466259,166.59,2000.1039999999998,826.3737142857142,871.9678445930446,0.0,2847.6459999999997,732.4138133333333,838.2834107278454,0.0,2964.8174,1408.2386826012057,4.060928026892371,1160,0.9138076496466615,0.4061472386305789,0.9749279121818236,-0.22252093395631434
2017-03-09,710.804,139.6285,9,2,2,3,236.93466666666666,2017,3,3,9,10,1,0,Thursday,March,68,843.1,1450.126,117.79999999999998,0.0,852.5251428571422,626.1382595836202,166.59,2000.1039999999998,868.7311428571428,849.0005215077664,0.0,2847.6459999999997,756.1072800000001,826.8354463218653,0.0,2964.8174,1407.638480636833,-0.15691614280631005,1161,0.9206588168102428,0.3903682146763026,0.43388373911755823,-0.900968867902419
2017-03-10,1252.952,-165.0196,24,5,5,9,139.2168888888889,2017,3,4,10,10,1,0,Friday,March,69,710.804,2000.1039999999998,1448.676,0.0,745.7891428571423,431.2677318817225,166.59,1252.952,854.7508571428571,840.2828216216606,0.0,2847.6459999999997,797.8723466666667,818.9327713691179,0.0,2964.8174,1407.5054742046432,0.76272502687098,1162,0.9272375462179537,0.374473674486883,-0.433883739117558,-0.9009688679024191
2017-03-11,1973.708,224.69840000000002,19,3,3,7,281.95828571428575,2017,3,5,11,10,1,1,Saturday,March,70,1252.952,228.822,430.49199999999996,773.7639999999999,995.0585714285709,565.9113735331833,166.59,1973.708,964.9805714285714,880.6002810577861,0.0,2847.6459999999997,837.8704799999999,846.55261131113,0.0,2964.8174,1407.991902491409,0.575246298341836,1163,0.9335418911179212,0.35846832151248087,-0.9749279121818236,-0.2225209339563146
2017-03-12,353.28,60.474,19,3,3,3,117.75999999999999,2017,3,6,12,10,1,1,Sunday,March,71,1973.708,1240.02,2847.6459999999997,227.103,868.381428571428,600.1497090678413,166.59,1973.708,786.8115714285714,705.2696643173338,0.0,2000.1039999999998,842.07638,843.7222275102295,0.0,2964.8174,1407.086570386266,-0.821006957462806,1164,0.9395699859530622,0.342356891994542,-0.7818314824680299,0.6234898018587334
2017-03-13,4791.35,827.2755999999999,71,8,8,20,239.56750000000002,2017,3,0,13,11,1,0,Monday,March,72,353.28,778.236,0.0,1241.516,1441.683428571428,1593.8375059094158,166.59,4791.35,1129.0508571428572,1247.8823991573126,0.0,4791.35,960.4041799999999,1108.9186218497114,0.0,4791.35,1409.9890261578043,12.562471693840582,1165,0.945320046913132,0.3261441535642696,0.0,1.0
2017-03-14,49.616,4.9616,2,1,1,1,49.616,2017,3,1,14,11,1,0,Tuesday,March,73,4791.35,166.59,17.62,0.0,1424.9728571428568,1609.96592837563,49.616,4791.35,1131.3362857142859,1245.7177172426493,0.0,4791.35,962.0580466666667,1107.4729178331856,0.0,4791.35,1408.823325192802,-0.989644672169639,1166,0.9507903724625832,0.3098349038318025,0.7818314824680298,0.6234898018587336
2017-03-15,0.0,0.0,0,0,0,0,0.0,2017,3,2,15,11,1,0,Wednesday,March,74,49.616,843.1,0.0,1058.43,1304.5299999999995,1690.2843938244814,0.0,4791.35,1131.3362857142859,1245.7177172426493,0.0,4791.35,926.7770466666666,1121.0727207521059,0.0,4791.35,1407.617140839041,-1.0,1167,0.9559793438440766,0.2934339689665273,0.9749279121818236,-0.22252093395631434
2017-03-16,2014.381,182.3025,44,4,4,13,154.95238461538463,2017,3,3,16,11,1,0,Thursday,March,75,0.0,710.804,1450.126,0.0,1490.7552857142855,1685.7731595071834,0.0,4791.35,1171.6402142857144,1265.7914397402665,0.0,4791.35,993.92308,1123.9711967491137,0.0,4791.35,1408.1361860564584,0.0,1168,0.9608854255574977,0.27694620226893646,0.43388373911755823,-0.900968867902419
2017-03-17,542.746,129.7274,56,4,4,13,41.74969230769231,2017,3,4,17,11,1,0,Friday,March,76,2014.381,1252.952,2000.1039999999998,0.0,1389.2972857142852,1723.4220799833586,0.0,4791.35,1067.5432142857144,1252.272171471724,0.0,4791.35,1012.0146133333333,1111.7225659206326,0.0,4791.35,1407.3965363247864,-0.7305643768482726,1169,0.9655071658143364,0.2603764827344581,-0.433883739117558,-0.9009688679024191
2017-03-18,1027.758,-250.1181,43,6,6,10,102.7758,2017,3,5,18,11,1,1,Saturday,March,77,542.746,1973.708,228.822,1337.442,1254.161571428571,1706.968323171195,0.0,4791.35,1124.6100714285715,1229.1006565201415,0.0,4791.35,1001.6918133333332,1110.0331294834427,0.0,4791.35,1407.0723360375746,0.8936261160837669,1170,0.969843196967294,0.24372971360968387,-0.9749279121818236,-0.2225209339563146
2017-03-19,2166.248,130.4093,50,5,5,11,196.93163636363636,2017,3,6,19,11,1,1,Sunday,March,78,1027.758,353.28,1240.02,2964.8174,1513.1569999999995,1684.8940995978337,0.0,4791.35,1190.7692142857143,1260.3223391782503,0.0,4791.35,975.0728333333334,1070.1934218984131,0.0,4791.35,1407.7200968430034,1.1077413165356047,1171,0.9738922359149924,0.22701082094141847,-0.7818314824680299,0.6234898018587334
2017-03-20,899.568,253.0645,21,4,4,6,149.928,2017,3,0,20,12,1,0,Monday,March,79,2166.248,4791.35,778.236,287.326,957.1881428571423,865.9716398397459,0.0,2166.248,1199.4357857142859,1257.6817545382878,0.0,4791.35,995.4809,1062.4356442255682,0.0,4791.35,1407.286889599318,-0.5847345271640182,1172,0.9776530844816641,0.2102247521189836,0.0,1.0
2017-03-21,3332.636,912.2596,45,6,6,12,277.7196666666667,2017,3,1,21,12,1,0,Tuesday,March,80,899.568,49.616,166.59,1314.59,1426.1909999999993,1138.6220366081075,0.0,3332.636,1425.5819285714285,1339.6528766878127,0.0,4791.35,1062.7491,1144.0856681711614,0.0,4791.35,1408.9268803236796,2.7047071483200824,1173,0.981124629771712,0.19337647441020586,0.7818314824680298,0.6234898018587336
2017-03-22,0.0,0.0,0,0,0,0,0.0,2017,3,2,22,12,1,0,Wednesday,March,81,3332.636,0.0,843.1,1150.29,1426.1909999999993,1138.6220366081075,0.0,3332.636,1365.3605,1385.9996043334347,0.0,4791.35,1024.4061,1160.2124528728073,0.0,4791.35,1407.7277936170212,-1.0,1174,0.984305844499033,0.17647097349152166,0.9749279121818236,-0.22252093395631434
2017-03-23,14816.068,6818.627600000001,33,6,6,8,1852.0085,2017,3,3,23,12,1,0,Thursday,March,82,0.0,2014.381,710.804,47.904,3255.003428571428,5217.114706429299,0.0,14816.068,2372.8793571428573,3835.609492391882,0.0,14816.068,1516.678233333333,2760.704065327411,0.0,14816.068,1419.1294434523809,0.0,1175,0.9871957872910085,0.15951325197263655,0.43388373911755823,-0.900968867902419
2017-03-24,1257.298,340.2724,17,4,4,7,179.614,2017,3,4,24,12,1,0,Friday,March,83,14816.068,542.746,1252.952,0.0,3357.082285714285,5161.899862279697,0.0,14816.068,2373.189785714286,3835.5120553308975,0.0,14816.068,1558.5881666666667,2746.391947313347,0.0,14816.068,1418.9919485981306,-0.9151395633443367,1176,0.9897936029670716,0.14250832791617088,-0.433883739117558,-0.9009688679024191
2017-03-25,3567.026,730.5126,46,6,6,12,297.25216666666665,2017,3,5,25,12,1,1,Saturday,March,84,1257.298,1027.758,1973.708,117.79999999999998,3719.8348571428564,5059.124757436183,0.0,14816.068,2486.9982142857143,3846.370033373928,0.0,14816.068,1673.5623666666663,2756.176594042909,0.0,14816.068,1420.8154070458404,1.837056926838347,1177,0.992098522791769,0.12546123335273648,-0.9749279121818236,-0.2225209339563146
2017-03-26,3252.88,426.56969999999995,39,5,5,11,295.71636363636367,2017,3,6,26,12,1,1,Sunday,March,85,3567.026,2166.248,353.28,1448.676,3875.0679999999993,5020.029768890079,0.0,14816.068,2694.1124999999997,3800.430993231987,0.0,14816.068,1733.7024999999999,2770.74581238657,0.0,14816.068,1422.3693210347753,-0.08806944496619862,1178,0.9941098647022418,0.10837701279187609,-0.7818314824680299,0.6234898018587334
2017-03-27,2933.516,128.5232,38,4,4,14,209.53685714285714,2017,3,0,27,13,1,0,Monday,March,86,3252.88,899.568,4791.35,430.49199999999996,4165.632,4875.895150897722,0.0,14816.068,2561.4100714285714,3753.715639888449,0.0,14816.068,1817.136633333333,2767.8343054988527,0.0,14816.068,1423.6499538135593,-0.098178844593099,1179,0.9958270335100595,0.09126072172931188,0.0,1.0
2017-03-28,1504.702,58.8642,35,2,2,8,188.08775,2017,3,1,28,13,1,0,Tuesday,March,87,2933.516,3332.636,49.616,2847.6459999999997,3904.49857142857,4975.865964693134,0.0,14816.068,2665.3447857142855,3698.557337355164,0.0,14816.068,1772.3718333333334,2761.4454283814803,0.0,14816.068,1423.718583827265,-0.48706535093041936,1180,0.9972495210773451,0.07411742515094437,0.7818314824680298,0.6234898018587336
2017-03-29,81.4,21.164,5,1,1,1,81.4,2017,3,2,29,13,1,0,Wednesday,March,88,1504.702,0.0,0.0,0.0,3916.1271428571417,4965.304281015185,81.4,14816.068,2671.159071428571,3694.1062982516946,0.0,14816.068,1775.0851666666665,2759.6833134415256,0.0,14816.068,1422.5829505076142,-0.9459029096791258,1181,0.998376906467142,0.056952196034039754,0.9749279121818236,-0.22252093395631434
2017-03-30,656.407,222.0362,16,5,5,6,109.40116666666667,2017,3,3,30,13,1,0,Thursday,March,89,81.4,14816.068,2014.381,17.62,1893.3184285714276,1360.162899362379,81.4,3567.026,2574.1609285714285,3730.3291767962387,0.0,14816.068,1796.3780666666669,2748.095661167855,0.0,14816.068,1421.935295435334,7.063968058968058,1182,0.9992088560679753,0.03977011384605572,0.43388373911755823,-0.900968867902419
2017-03-31,4981.010799999999,1802.2158000000002,63,8,8,13,383.15467692307686,2017,3,4,31,13,1,0,Friday,March,90,656.407,1257.298,542.746,0.0,2425.277399999999,1743.976225031266,81.4,4981.010799999999,2891.179842857143,3733.001378327233,0.0,14816.068,1962.41176,2786.0289314110214,0.0,14816.068,1424.9412713682432,6.588296285688603,1183,0.9997451236925734,0.022576263041545485,-0.433883739117558,-0.9009688679024191
2017-04-01,5972.988,542.9408000000001,60,6,6,12,497.749,2017,4,5,1,13,2,1,Saturday,April,91,4981.010799999999,3567.026,1027.758,1450.126,2768.9862571428566,2187.252028887964,81.4,5972.988,3244.4105571428568,3776.8249201340986,0.0,14816.068,2113.1738266666666,2878.200875114004,0.0,14816.068,1428.779285485232,0.19915178662130217,1184,0.9999855506507186,0.005375731557583884,-0.9749279121818236,-0.2225209339563146
2017-04-02,822.97,215.8982,16,4,4,5,164.594,2017,4,6,2,13,2,1,Sunday,April,92,5972.988,3252.88,2166.248,2000.1039999999998,2421.856257142856,2288.149182477514,81.4,5972.988,3148.4621285714284,3823.1012246847067,0.0,14816.068,2073.9360266666667,2887.803251894262,0.0,14816.068,1428.2684850758853,-0.8622180389446622,1185,0.9999300657962057,-0.011826390691832589,-0.7818314824680299,0.6234898018587334
2017-04-03,32.528,9.8466,7,2,2,2,16.264,2017,4,0,3,14,2,0,Monday,April,93,822.97,2933.516,899.568,228.822,2007.4293999999993,2437.8476359316987,32.528,5972.988,3086.5307,3869.080215987125,0.0,14816.068,2067.392893333333,2892.3468433806343,0.0,14816.068,1427.0926295703455,-0.9604748654264432,1186,0.9995786855478958,-0.029025013321975237,0.0,1.0
2017-04-04,808.47,110.1777,13,4,4,6,134.745,2017,4,1,4,14,2,0,Tuesday,April,94,32.528,1504.702,3332.636,1240.02,1907.9676857142847,2475.6859975901516,32.528,5972.988,2906.2331285714286,3915.2665108734454,0.0,14816.068,2053.0078933333334,2897.671899693874,0.0,14816.068,1426.5719034511785,23.85458681751107,1187,0.9989315138848577,-0.046215046983708354,0.7818314824680298,0.6234898018587336
2017-04-05,0.0,0.0,0,0,0,0,0.0,2017,4,2,5,14,2,0,Wednesday,April,95,808.47,81.4,0.0,778.236,1896.3391142857133,2485.8657635219583,0.0,5972.988,2906.2331285714286,3915.2665108734454,0.0,14816.068,2027.0666933333332,2912.9211571436786,0.0,14816.068,1425.37209529016,-1.0,1188,0.9979887423155984,-0.06339140486951038,0.9749279121818236,-0.22252093395631434
2017-04-06,114.41999999999999,44.0304,8,2,2,2,57.209999999999994,2017,4,3,6,14,2,0,Thursday,April,96,0.0,656.407,14816.068,166.59,1818.9123999999993,2538.799301990603,0.0,5972.988,1856.1154142857142,1957.0905987312153,0.0,5972.988,2025.3276933333334,2914.085492602979,0.0,14816.068,1424.2704548739496,0.0,1189,0.9967506498213929,-0.08054900421874167,0.43388373911755823,-0.900968867902419
2017-04-07,1971.2905,-341.1727,17,2,2,7,281.6129285714286,2017,4,4,7,14,2,0,Friday,April,97,114.41999999999999,4981.010799999999,1257.298,843.1,1388.9523571428565,2137.104922538467,0.0,5972.988,1907.1148785714286,1949.574247822819,0.0,5972.988,2062.934043333333,2905.5699426680508,0.0,14816.068,1424.7297496221663,16.228548330711416,1190,0.9952176027737294,-0.09768276782171598,-0.433883739117558,-0.9009688679024191
2017-04-08,6401.93,2276.8183,32,4,4,8,800.24125,2017,4,5,8,14,2,1,Saturday,April,98,1971.2905,5972.988,3567.026,710.804,1450.229785714285,2291.0544264473306,0.0,6401.93,2109.608021428571,2258.0612198756703,0.0,6401.93,2252.6382433333333,2998.544266423295,0.0,14816.068,1428.9052531879195,2.2475832455947007,1191,0.9933900548258936,-0.11478762552212701,-0.9749279121818236,-0.2225209339563146
2017-04-09,1626.71,411.2821,38,4,4,12,135.55916666666667,2017,4,6,9,14,2,1,Sunday,April,99,6401.93,822.97,3252.88,1252.952,1565.0497857142852,2274.4591778458544,0.0,6401.93,1993.4530214285712,2236.4490750869786,0.0,6401.93,2265.0968433333333,2995.021851814671,0.0,14816.068,1429.0710576697402,-0.745903188569697,1192,0.9912685467787256,-0.13185851571739118,-0.7818314824680299,0.6234898018587334
2017-04-10,755.529,171.7842,29,5,5,10,75.5529,2017,4,0,10,15,2,0,Monday,April,100,1626.71,32.528,2933.516,1973.708,1668.3356428571421,2208.733136549014,0.0,6401.93,1837.8825214285714,2241.772392953535,0.0,6401.93,2224.4908766666663,3007.3412657529316,0.0,14816.068,1428.5069520938025,-0.5355478235210948,1193,0.9888537064205885,-0.1488903868564548,0.0,1.0
2017-04-11,319.806,18.417,28,4,4,7,45.686571428571426,2017,4,1,11,15,2,0,Tuesday,April,101,755.529,808.47,1504.702,353.28,1598.5264999999993,2247.8160686115984,0.0,6401.93,1753.2470928571431,2277.4028373733895,0.0,6401.93,2223.3750766666662,3008.0655953760715,0.0,14816.068,1427.5791688702927,-0.5767124756296582,1194,0.986146248341595,-0.16587819893463143,0.7818314824680298,0.6234898018587336
2017-04-12,69.66,31.347,9,1,1,2,34.83,2017,4,2,12,15,2,0,Wednesday,April,102,319.806,0.0,81.4,4791.35,1608.4779285714278,2239.699200672445,69.66,6401.93,1752.4085214285715,2278.0678527124433,0.0,6401.93,2065.98541,2992.554832648679,0.0,14816.068,1426.443784949833,-0.7821804468959307,1195,0.9831469737221499,-0.1828169249850199,0.9749279121818236,-0.22252093395631434
